anger,contempt,disgust,fear,happiness,neutral,sadness,surprise
0.194547,0.0191427,0.00803812,0.000387082,0.00104141,0.726959,0.0465602,0.00332441
0.146743,0.0147328,0.00680174,0.000358042,0.000911692,0.783771,0.0432828,0.00339889
0.188837,0.0123151,0.00755805,0.000673688,0.000675611,0.724867,0.0612589,0.0038144
0.127074,0.00869095,0.00546635,0.000395335,0.000930386,0.813982,0.0406668,0.00279436
0.107623,0.007421,0.003633,0.000194534,0.000811431,0.817797,0.0612742,0.00124583
0.102827,0.0107395,0.00391549,9.53991e-05,0.000917461,0.821705,0.0591017,0.000698963
0.0819689,0.0112098,0.00503212,8.91864e-05,0.00135288,0.852485,0.0468756,0.000986952
0.0684997,0.0101057,0.00318624,4.75093e-05,0.00102275,0.864981,0.0517481,0.000408512
0.0634819,0.010084,0.00234831,3.49702e-05,0.00076646,0.86776,0.0552815,0.000242615
0.0711587,0.013256,0.0029569,6.35969e-05,0.000878673,0.859243,0.0519872,0.000455813
0.0834474,0.0100332,0.0035759,0.000116354,0.000648061,0.840167,0.0612063,0.000805866
0.082811,0.00968242,0.00380126,0.00015072,0.00073351,0.843128,0.0585408,0.00115221
0.0641218,0.00804403,0.00392428,0.000187704,0.000869023,0.849728,0.0717819,0.00134309
0.0467347,0.0122604,0.00378874,0.000203918,0.00202086,0.872954,0.0598311,0.00220613
0.0438703,0.0132038,0.0040059,0.000253037,0.00246614,0.870911,0.0623419,0.00294844
0.0620789,0.0194034,0.00433723,0.000187337,0.00209549,0.852872,0.0568055,0.00222066
0.0873355,0.0300011,0.00490479,0.000175701,0.00210344,0.833375,0.0399333,0.00217113
0.0568882,0.0312787,0.00441018,0.000202493,0.00360141,0.819978,0.0823064,0.0013343
0.064512,0.0313977,0.0053298,0.000176523,0.00323905,0.809182,0.0847806,0.00138212
0.064512,0.0313977,0.0053298,0.000176523,0.00323905,0.809182,0.0847806,0.00138212
0.103127,0.0661714,0.00956658,0.000423792,0.00100378,0.735628,0.0815445,0.00253568
0.102003,0.0823555,0.010372,0.000473778,0.0015766,0.728576,0.0719581,0.00268495
0.0967408,0.0473093,0.0120274,0.000900127,0.00159402,0.74891,0.0879543,0.00456365
0.00104011,0.0011917,0.000133463,0.00188533,0.0020969,0.97732,0.0146267,0.00170549
0.088079,0.0330578,0.0124193,0.000921826,0.0018555,0.774555,0.0842238,0.00488817
0.0287336,0.00706514,0.00682322,0.000475859,0.000841645,0.658825,0.295763,0.00147203
0.0101128,0.00373654,0.00228636,8.72351e-05,0.000605846,0.743418,0.239259,0.000493812
0.00682059,0.00223539,0.00131279,3.89039e-05,0.000354295,0.738508,0.250476,0.000254308
0.00770792,0.00213624,0.00151714,4.84924e-05,0.000419978,0.786442,0.201368,0.000360373
0.0110862,0.00387515,0.00153794,9.17678e-05,0.000819615,0.834204,0.147838,0.000546951
0.0119048,0.00428122,0.00145108,8.80098e-05,0.000508475,0.805698,0.175631,0.000437367
0.0168524,0.00608419,0.00139684,8.19373e-05,0.000451621,0.849428,0.125261,0.000444213
0.0199624,0.00648927,0.00125525,9.05349e-05,0.000501043,0.895748,0.0754165,0.000537043
0.0153384,0.00858914,0.00109585,8.88389e-05,0.00151175,0.927964,0.0447301,0.000682348
0.0119408,0.0048226,0.000706807,5.01295e-05,0.00184735,0.946666,0.0334825,0.000484226
0.0199228,0.00481327,0.000847521,5.93619e-05,0.000986203,0.927991,0.0449304,0.000448986
0.025793,0.00573429,0.00122735,8.92287e-05,0.00112581,0.916046,0.0493536,0.000631115
0.0295884,0.00644833,0.00125831,9.7589e-05,0.000950563,0.909824,0.0511911,0.000641565
0.0346317,0.00746416,0.00145375,0.000110642,0.00103968,0.905955,0.0485517,0.000793205
0.037343,0.00874377,0.00171367,0.000149989,0.00110822,0.898698,0.0512563,0.000987413
0.0297427,0.00720416,0.00271374,0.000866423,0.00251116,0.905028,0.0446967,0.00723759
0.0351403,0.00830136,0.00317987,0.000981877,0.00246216,0.895394,0.0449453,0.0095952
0.0284787,0.00659643,0.00283115,0.00098629,0.00173097,0.887903,0.0625364,0.00893715
0.0564926,0.00692924,0.0062586,0.00144332,0.00229256,0.85053,0.040389,0.0356643
0.0692256,0.00889761,0.00755666,0.00155051,0.00225271,0.837534,0.0313277,0.041655
0.0382224,0.00698444,0.00693014,0.00158755,0.00386134,0.86588,0.0352615,0.0412726
0.0373863,0.00631034,0.00713697,0.0013352,0.00316723,0.869819,0.0322679,0.0425772
0.0398892,0.00739697,0.00693949,0.0017808,0.00362251,0.862448,0.0315982,0.046325
0.0477941,0.00825669,0.00788969,0.00224944,0.00460043,0.855585,0.0264037,0.0472207
0.0693972,0.0102187,0.00928968,0.00275753,0.00390595,0.826762,0.0268701,0.0507988
0.0795291,0.00699593,0.0114223,0.00181232,0.00199505,0.800696,0.036412,0.0611377
0.0336417,0.00632594,0.00324295,0.000245944,0.000720197,0.901325,0.0471526,0.00734599
0.0520834,0.00776767,0.00613064,0.000522067,0.000786688,0.880197,0.0398201,0.0126924
0.0250727,0.0201351,0.0041517,0.000375849,0.00219792,0.904368,0.0372284,0.00647006
0.029633,0.0233471,0.00595819,0.000612678,0.00208503,0.863976,0.0615333,0.012855
0.0307802,0.0594382,0.00578811,0.000541484,0.00308046,0.838209,0.0446383,0.0175241
0.0713089,0.179049,0.0117838,0.00057197,0.00243033,0.668764,0.0599852,0.00610622
0.00130805,0.0244116,0.00083674,0.000126574,0.000718071,0.853226,0.117218,0.00215497
0.00754027,0.00866025,0.00314831,0.00106593,0.00100078,0.767352,0.204906,0.00632631
0.0117964,0.0347718,0.00668389,0.000625362,0.00360171,0.874034,0.0625022,0.00598451
0.0308145,0.125706,0.0112308,0.000786645,0.00524284,0.615897,0.209218,0.00110349
0.0459754,0.0477924,0.00711088,0.000801375,0.000468474,0.65254,0.242826,0.00248574
0.182349,0.0993452,0.0125385,0.000626787,0.00132328,0.496644,0.205393,0.00178084
0.304023,0.090643,0.011764,0.000633477,0.000444396,0.517709,0.0649538,0.00982944
0.199865,0.122409,0.00851476,0.000207107,0.00123746,0.588198,0.0768516,0.00271753
0.346353,0.0925989,0.00312289,0.000102375,0.000298884,0.542832,0.00465372,0.0100387
0.144911,0.097422,0.00360807,0.000236208,0.0028081,0.727374,0.0201514,0.00348938
0.119064,0.082827,0.00307301,7.3818e-05,0.0048729,0.779758,0.00635657,0.00397558
0.088434,0.0471827,0.00681767,0.000352489,0.0110824,0.822615,0.00844238,0.0150736
0.216255,0.112444,0.0102412,0.000348783,0.00450448,0.603236,0.00443362,0.0485367
0.146806,0.173139,0.00720906,9.45776e-05,0.00828751,0.61586,0.00136733,0.0472363
0.280258,0.0991715,0.00607824,6.69224e-05,0.000925277,0.574008,0.00104733,0.0384442
0.286977,0.102911,0.00616384,6.36587e-05,0.00097938,0.562394,0.000968533,0.0395426
0.31262,0.0957569,0.00764366,9.17866e-05,0.000929081,0.52396,0.00115983,0.0578388
0.355228,0.0788417,0.00995768,0.000121357,0.00148959,0.463435,0.00120405,0.089723
0.277685,0.0898795,0.0111155,0.000134936,0.00303449,0.535032,0.00151647,0.0816022
0.198487,0.0602546,0.00978769,0.000190346,0.00470782,0.634426,0.00181526,0.0903313
0.116787,0.161208,0.00857976,0.000141987,0.00822246,0.66855,0.00203425,0.0344767
0.131245,0.118018,0.00831657,0.00013999,0.0077316,0.703738,0.00253374,0.0282759
0.130994,0.118146,0.0083742,0.000141675,0.00786624,0.703369,0.0025479,0.0285614
0.0288812,0.222778,0.00158256,6.09932e-05,0.0149494,0.720628,0.00100853,0.0101105
0.0195627,0.222589,0.00076869,3.07782e-05,0.0169306,0.734971,0.00059033,0.00455724
0.0237921,0.0975134,0.000942174,8.18282e-05,0.0150134,0.854269,0.00122524,0.0071631
0.0262225,0.0452488,0.000745933,8.18593e-05,0.00966573,0.909975,0.0009386,0.00712198
0.0338696,0.0605773,0.000647635,5.19029e-05,0.00892798,0.889975,0.000734585,0.00521592
0.0422216,0.0472353,0.000604663,6.13776e-05,0.00314381,0.899233,0.000811373,0.00668896
0.0424005,0.0434242,0.000718581,8.07303e-05,0.00173634,0.900818,0.000907717,0.00991356
0.0457593,0.0904547,0.00111857,0.000134507,0.00224317,0.836782,0.000936012,0.0225713
0.0263224,0.119587,0.000763415,7.17593e-05,0.0095826,0.83331,0.000920555,0.009443
0.0208527,0.15432,0.00111104,9.25656e-05,0.0159801,0.786257,0.000889029,0.0204981
0.0190522,0.0605171,0.00109007,0.000107644,0.0160228,0.882175,0.00101139,0.0200237
0.0188765,0.0747043,0.000939749,0.00010579,0.0129639,0.881015,0.00160792,0.00978705
0.0143611,0.19377,0.000807812,5.4612e-05,0.0150242,0.76915,0.00134501,0.00548792
0.0170584,0.264022,0.000705188,2.3914e-05,0.018958,0.690873,0.00039078,0.00796912
0.0132101,0.364432,0.000556651,1.89348e-05,0.0327864,0.58129,0.000336924,0.00736863
0.00572552,0.259635,0.000680602,4.35303e-05,0.194931,0.523301,0.000368821,0.0153135
0.0029988,0.0643622,0.000199199,8.90534e-06,0.210313,0.719,0.00023179,0.00288636
0.0141071,0.238864,0.00117841,3.48738e-05,0.251372,0.47718,0.000229743,0.0170344
0.00975898,0.314544,0.00119322,2.74165e-05,0.160474,0.502303,0.000382293,0.0113171
0.0193971,0.356176,0.00275037,0.000233585,0.131066,0.466317,0.00146288,0.0225975
0.0235906,0.152108,0.000779833,4.04514e-05,0.0186069,0.799373,0.000727572,0.00477404
0.0122008,0.124146,0.000858068,4.31314e-05,0.03743,0.818114,0.00100817,0.00619933
0.0197474,0.0970828,0.00219693,8.40354e-05,0.0116469,0.860656,0.00253564,0.00605069
0.0212848,0.0578149,0.0022557,0.00012373,0.00820896,0.900886,0.00450665,0.00491883
0.026768,0.0441216,0.00289003,0.000265027,0.0140877,0.899235,0.00505809,0.00757471
0.0219476,0.242673,0.00191523,0.000163972,0.00882973,0.713267,0.00617168,0.00503209
0.0506337,0.388193,0.00402033,0.000197616,0.00542277,0.538493,0.00911744,0.00392233
0.0967483,0.115325,0.00610883,0.000640303,0.00157964,0.74136,0.0153023,0.0229352
0.114873,0.125006,0.00721129,0.000851598,0.00148679,0.705564,0.0206266,0.0243815
0.17159,0.0754391,0.00734899,0.000384893,0.000858235,0.698569,0.0120128,0.0337972
0.0737292,0.281921,0.00370251,8.36809e-05,0.000913887,0.610705,0.00465385,0.0242911
0.086887,0.146673,0.00321927,0.000207188,0.000977794,0.726268,0.00623218,0.0295364
0.165661,0.0626861,0.0036966,0.000392846,0.000534049,0.731302,0.010145,0.0255829
0.0798616,0.12785,0.00322275,0.000259333,0.00244832,0.758791,0.00688078,0.0206859
0.12126,0.122196,0.0044764,0.000296345,0.00171186,0.721155,0.00944288,0.0194613
0.085866,0.0907656,0.00771525,0.000689948,0.00187407,0.774846,0.0185677,0.0196759
0.104302,0.118128,0.0085257,0.000477589,0.00144843,0.733699,0.0136164,0.0198027
0.0830098,0.188477,0.0061635,0.000306823,0.00373344,0.696231,0.0122637,0.00981426
0.104681,0.277276,0.00640459,0.000123129,0.00172927,0.595556,0.00879948,0.00543055
0.0551075,0.418489,0.00293589,0.000113651,0.0015522,0.50795,0.00495567,0.00889507
0.0503345,0.269632,0.00776358,0.000704777,0.0051973,0.636461,0.0193463,0.0105605
0.0359034,0.0556955,0.00411873,0.000666285,0.00674792,0.860907,0.0251673,0.0107941
0.0548612,0.0966702,0.00586119,0.000602494,0.00470333,0.802284,0.0249842,0.0100331
0.0808472,0.163478,0.00723383,0.000705974,0.00364123,0.706431,0.0310942,0.00656814
0.11613,0.214402,0.0108964,0.000828934,0.00310893,0.621728,0.0162076,0.0166973
0.131621,0.135462,0.0222862,0.00202929,0.00568683,0.651035,0.0371891,0.01469
0.118078,0.0889589,0.011917,0.000645976,0.00401071,0.747299,0.014187,0.0149025
0.0684054,0.199275,0.0095753,0.000564879,0.00978772,0.68768,0.0156682,0.00904305
0.0728996,0.111936,0.00856474,0.000376071,0.00613798,0.778569,0.0122902,0.00922575
0.0806772,0.347189,0.00931798,0.000380094,0.00302676,0.537274,0.00981723,0.0123179
0.0858475,0.338411,0.0121215,0.000613196,0.00564348,0.527666,0.00990124,0.0197954
0.0674974,0.138748,0.0101313,0.000734707,0.0069346,0.743564,0.0163728,0.0160175
0.063142,0.219882,0.00793804,0.000399806,0.00380361,0.681976,0.0157191,0.00713948
0.0453875,0.0892424,0.00873874,0.000145837,0.00691489,0.822288,0.0251086,0.00217388
0.0973531,0.173727,0.0117206,0.000608841,0.00370413,0.672325,0.0346277,0.00593384
0.0573349,0.164514,0.00688851,0.000219876,0.00595106,0.745931,0.0153777,0.00378346
0.0497814,0.117088,0.00671662,0.000374731,0.00626893,0.790737,0.0247427,0.00429123
0.0651875,0.0796941,0.00595413,0.000333278,0.0065909,0.822171,0.0160387,0.00403064
0.0639404,0.197967,0.0116142,0.00020188,0.00789401,0.702143,0.0112199,0.00502047
0.100644,0.0647111,0.00666282,0.000478453,0.00540573,0.799659,0.0184634,0.00397607
0.213468,0.19858,0.00480535,0.000191814,0.00132662,0.562937,0.011042,0.00764892
0.250068,0.138484,0.00738678,0.000327857,0.00183991,0.57971,0.0149849,0.00719889
0.225019,0.166053,0.00839626,0.000339177,0.0027828,0.575113,0.0110299,0.0112678
0.130615,0.0772406,0.00418906,0.000190961,0.00304224,0.770913,0.00867357,0.00513551
0.192611,0.186866,0.00798123,0.000150815,0.00303295,0.593429,0.0127728,0.00315666
0.116101,0.0708565,0.00404245,0.000225292,0.00234549,0.784685,0.0193732,0.00237112
0.122384,0.0593313,0.00648135,0.00037556,0.00125628,0.779479,0.0278901,0.00280254
0.102881,0.10601,0.00768695,0.00028886,0.0066461,0.759183,0.0125534,0.00475007
0.0427701,0.0400518,0.00588506,0.000152192,0.0172367,0.879514,0.0110894,0.00330122
0.0361595,0.0937495,0.00387828,4.60374e-05,0.0249531,0.830851,0.00906638,0.00129653
0.168396,0.0664596,0.0109429,0.000449488,0.00187096,0.716579,0.0294579,0.00584373
0.144698,0.0581508,0.0158091,0.000643238,0.00286493,0.727709,0.0396941,0.01043
0.106245,0.0226776,0.0124199,0.000764422,0.00446517,0.82069,0.0218022,0.0109352
0.0526106,0.0119565,0.0104548,0.0016638,0.00796378,0.869103,0.0309842,0.0152634
0.0892935,0.0220953,0.0257276,0.00300277,0.0108242,0.781302,0.0273671,0.0403879
0.0530902,0.0300129,0.00751768,0.000986084,0.00425204,0.867397,0.0216721,0.0150716
0.0606606,0.023638,0.00489741,0.000228217,0.00396048,0.881385,0.0217474,0.00348298
0.0707961,0.100043,0.00766124,0.000163489,0.00494346,0.792462,0.0200084,0.00392193
0.0904555,0.0544901,0.00582425,0.000196082,0.00260172,0.815116,0.0286544,0.00266156
0.0963133,0.0676046,0.00625052,0.00023933,0.00189609,0.7971,0.0272517,0.00334449
0.0732761,0.0534493,0.00519757,8.94385e-05,0.0025535,0.835479,0.0286477,0.00130724
0.0834992,0.0356681,0.00401522,0.00013705,0.00198919,0.851616,0.0204126,0.00266288
0.0864439,0.0212738,0.00280524,7.9313e-05,0.00104912,0.87182,0.0134422,0.00308674
0.0973092,0.0204732,0.00306551,8.77461e-05,0.00127962,0.860687,0.0143584,0.00273953
0.0680995,0.0167008,0.00252335,8.3806e-05,0.00228576,0.894315,0.0147048,0.00128701
0.10307,0.0274832,0.00409016,0.000142208,0.00350882,0.840702,0.0187068,0.00229663
0.125499,0.0405435,0.00451634,0.000114714,0.00211771,0.806232,0.0179805,0.00299642
0.067101,0.0282073,0.00315622,4.06451e-05,0.00202421,0.882241,0.0157626,0.0014674
0.0743364,0.0242733,0.00268924,2.40085e-05,0.00194978,0.878691,0.0172797,0.000756709
0.0743364,0.0242733,0.00268924,2.40085e-05,0.00194978,0.878691,0.0172797,0.000756709
0.0711492,0.0200022,0.00318377,5.17638e-05,0.00124293,0.891836,0.00772069,0.00481342
0.0853276,0.0284233,0.00561877,0.00011517,0.00174297,0.861157,0.00937704,0.00823843
0.0559756,0.024891,0.00499531,0.000203539,0.00203077,0.889144,0.010079,0.0126807
0.0783208,0.0274468,0.00540977,0.000194906,0.00164873,0.865268,0.0123827,0.00932855
0.104682,0.0311861,0.00553147,0.000145805,0.00131567,0.837218,0.0134539,0.00646733
0.0803825,0.0252363,0.00564678,0.000157559,0.00147434,0.864528,0.0128302,0.00974461
0.0781573,0.0201182,0.0064324,0.000184324,0.00143683,0.865396,0.0181252,0.0101493
0.0462803,0.012105,0.00439411,0.000113963,0.00117731,0.914356,0.0121207,0.00945296
0.0463283,0.0147613,0.00476209,0.000211225,0.0012461,0.905767,0.0120249,0.0148992
0.0557686,0.0193118,0.00664187,0.000354984,0.00166682,0.88089,0.0171141,0.0182514
0.060436,0.0232444,0.00967742,0.000650613,0.00323425,0.85889,0.0188653,0.025002
0.0689466,0.0174163,0.00784938,0.000586086,0.00324303,0.861226,0.02626,0.0144723
0.067121,0.0177332,0.00617422,0.000406065,0.00307573,0.869113,0.02617,0.0102064
0.06179,0.0150342,0.00622409,0.000392156,0.00382918,0.881253,0.0211531,0.0103245
0.0678961,0.0120376,0.00738614,0.000625247,0.003667,0.862514,0.035647,0.0102274
0.0761221,0.0114697,0.00450496,0.000459824,0.00259933,0.873934,0.0201305,0.0107798
0.0469249,0.0109311,0.00474632,0.000674857,0.00349735,0.893511,0.025053,0.0146619
0.0532141,0.00917681,0.00607402,0.000706684,0.00333418,0.880531,0.0301588,0.0168042
0.0532288,0.0128125,0.00706822,0.000674538,0.006199,0.869069,0.0372022,0.0137458
0.0624387,0.0136596,0.00677632,0.000559131,0.0046498,0.860888,0.0400059,0.011023
0.0614119,0.012603,0.00526187,0.000404349,0.00295109,0.877935,0.0309617,0.00847077
0.0602183,0.0102927,0.00560401,0.000490422,0.00274418,0.872677,0.0405744,0.00739923
0.0627067,0.010345,0.00585429,0.000518649,0.00273836,0.865642,0.045041,0.00715429
0.0848007,0.0142071,0.0096108,0.000605977,0.0049931,0.810108,0.0690807,0.00659413
0.0820876,0.0170233,0.0168293,0.000773094,0.00879291,0.780371,0.085137,0.00898597
0.0983665,0.0126899,0.0110704,0.000948365,0.00563703,0.811177,0.0418727,0.0182386
0.0838789,0.0101607,0.0113543,0.00155213,0.00425684,0.818213,0.0357439,0.0348407
0.0883718,0.00878067,0.0110723,0.00156379,0.00356844,0.816392,0.0163593,0.0538921
0.0892584,0.00900683,0.0111185,0.00172151,0.00335546,0.810614,0.0169553,0.0579704
0.0892584,0.00900683,0.0111185,0.00172151,0.00335546,0.810614,0.0169553,0.0579704
0.109766,0.0277305,0.0108415,0.000687605,0.00699781,0.800048,0.0185721,0.0253565
0.115639,0.033589,0.00762461,0.000539825,0.00670758,0.798062,0.0172294,0.0206086
0.147311,0.0608659,0.00848651,0.000340465,0.00444339,0.747629,0.0217218,0.00920257
0.18434,0.109579,0.00939008,0.000473444,0.00304413,0.660624,0.0204256,0.0121237
0.220777,0.180912,0.010869,0.000270393,0.00258088,0.557973,0.0103516,0.0162655
0.291404,0.139094,0.0107632,0.000454854,0.00137397,0.471435,0.0072262,0.078248
0.340777,0.124412,0.00831179,0.000387877,0.000748955,0.434978,0.00561364,0.0847705
0.320868,0.144825,0.00787022,0.000298944,0.000842678,0.423959,0.00417356,0.097163
0.344119,0.0919838,0.00854732,0.000273059,0.000740981,0.409078,0.00382921,0.141428
0.254828,0.0916043,0.00774233,0.000673562,0.000890198,0.409034,0.00464961,0.230578
0.293933,0.0671571,0.00677836,0.00134214,0.000392185,0.364037,0.00752293,0.258837
0.135332,0.284529,0.0135841,0.000695439,0.00290688,0.505736,0.0231566,0.0340608
0.186908,0.312101,0.00655144,0.000135093,0.0056068,0.473398,0.00532,0.00998015
0.300281,0.201861,0.00746018,0.000155346,0.00140249,0.462198,0.0209668,0.005676
0.269405,0.213662,0.0144043,0.000321064,0.00373722,0.467791,0.0232777,0.00740246
0.231773,0.0539817,0.0192489,0.00132635,0.00714828,0.64616,0.0287727,0.0115894
0.250144,0.0306688,0.0196176,0.00160955,0.00197773,0.632404,0.0284656,0.0351124
0.164411,0.0177699,0.00449005,0.000172298,0.000934669,0.793599,0.00798894,0.0106342
0.196726,0.0264941,0.00638062,0.000193838,0.00118209,0.753078,0.00905703,0.00688819
0.22816,0.0483371,0.00982517,0.000301115,0.00132323,0.689503,0.0168217,0.00572799
0.221515,0.0625999,0.010159,0.000290722,0.00188639,0.675351,0.0229866,0.00521175
0.192256,0.233326,0.00320545,4.40953e-05,0.000833835,0.559791,0.00852087,0.002023
0.16506,0.310558,0.00439857,6.49881e-05,0.0018022,0.499576,0.016605,0.0019354
0.174683,0.242129,0.00567829,8.47204e-05,0.0010829,0.555595,0.0186011,0.00214567
0.20573,0.211539,0.00426524,5.04017e-05,0.000642066,0.563394,0.012604,0.00177664
0.224436,0.196767,0.00439593,7.70855e-05,0.000986397,0.556231,0.0148305,0.00227608
0.252479,0.246425,0.00565698,7.3552e-05,0.000852253,0.477196,0.0146182,0.00269908
0.188257,0.324866,0.0108433,0.000186988,0.00269268,0.450157,0.01284,0.0101575
0.165142,0.33059,0.0152042,0.000312462,0.00499625,0.459758,0.0134707,0.0105266
0.157649,0.186389,0.0126244,0.00112499,0.00509929,0.589509,0.0256332,0.0219708
0.13363,0.041604,0.0113351,0.000366502,0.0027993,0.774443,0.0256823,0.0101408
0.139303,0.0718223,0.015615,0.00156805,0.00659976,0.704427,0.0323902,0.0282744
0.145517,0.0344036,0.0181545,0.000724948,0.00231356,0.734256,0.0465798,0.0180506
0.0622238,0.0420876,0.0109727,0.00100109,0.00582916,0.780517,0.0902934,0.00707509
0.0936647,0.0240417,0.00877845,0.00011806,0.000544798,0.818962,0.0512072,0.00268274
0.0949942,0.111793,0.022136,0.000826152,0.00744297,0.699727,0.0565426,0.00653797
0.136387,0.0899698,0.0173381,0.00112504,0.00569179,0.67963,0.0645576,0.00530112
0.150054,0.17447,0.0180659,0.000714376,0.00562367,0.598221,0.0467894,0.00606149
0.125595,0.0832972,0.0160333,0.000697167,0.00771856,0.729161,0.0200916,0.0174063
0.0963464,0.0218485,0.0105908,0.00050232,0.00471817,0.815922,0.015823,0.0342486
0.14041,0.0345044,0.0101802,0.000990391,0.00354025,0.765329,0.0222122,0.0228335
0.121335,0.0237166,0.00816128,0.000712437,0.0031477,0.802576,0.0270664,0.0132843
0.140958,0.0226243,0.00862921,0.000627565,0.00291904,0.783204,0.0316653,0.00937191
0.115121,0.0152886,0.0107551,0.000561762,0.00274173,0.814383,0.0332267,0.00792258
0.092684,0.0146573,0.011544,0.000504042,0.00489302,0.840626,0.0284015,0.00669015
0.11712,0.0153512,0.0126744,0.000551388,0.00359267,0.816556,0.0239662,0.0101887
0.113254,0.015778,0.0132624,0.000382349,0.00261582,0.823768,0.0208524,0.0100871
0.096796,0.0126083,0.010243,0.00030524,0.00172627,0.848954,0.0228744,0.00649286
0.1139,0.0230408,0.0143638,0.000602258,0.00179089,0.806106,0.0325968,0.00759929
0.145636,0.0227544,0.0118342,0.000568642,0.00167122,0.772582,0.0393445,0.00560899
0.169379,0.0184752,0.00724357,0.000311897,0.000869459,0.750189,0.0508119,0.00271983
0.174318,0.0279136,0.00672107,0.000314027,0.00118695,0.732884,0.0539079,0.00275408
0.185944,0.0324876,0.0102927,0.000567312,0.00190043,0.710763,0.0528548,0.00519076
0.175433,0.0605398,0.0143362,0.00058315,0.00235262,0.673478,0.067922,0.00535514
0.161024,0.0762783,0.0105554,0.000167492,0.00163269,0.677375,0.0711915,0.00177563
0.134464,0.0709381,0.0131208,0.000145177,0.00253598,0.704769,0.0727901,0.00123747
0.0814827,0.0294964,0.00851814,0.00029067,0.00360036,0.846605,0.021302,0.00870429
0.0825155,0.0577169,0.00921904,0.000657116,0.00602929,0.803888,0.0170594,0.0229149
0.0703,0.0885335,0.00712039,0.000240414,0.006262,0.797337,0.0233393,0.00686777
0.0576282,0.0411446,0.00536737,0.000100172,0.00458059,0.854205,0.0350147,0.00195989
0.0555698,0.010989,0.00584116,0.000345773,0.00117937,0.845216,0.0756877,0.00517159
0.0545965,0.0193838,0.0123692,0.000791835,0.0019518,0.853691,0.0428713,0.0143445
0.0737094,0.0137643,0.0127727,0.000782692,0.000603989,0.837853,0.0456315,0.014882
0.0361835,0.0204886,0.00366391,0.000154563,0.000919411,0.913454,0.0219847,0.00315152
0.0695335,0.0454207,0.00454076,0.000187184,0.00186653,0.856096,0.0184651,0.00389071
0.134936,0.0819374,0.0102264,0.000341882,0.00240991,0.734139,0.0249106,0.0110987
0.142498,0.0298113,0.0062249,0.000348159,0.00190563,0.79536,0.0167575,0.00709501
0.102177,0.0415699,0.00617585,0.000360356,0.00406686,0.815526,0.00740728,0.0227164
0.0865085,0.0747657,0.0120777,0.001265,0.00630928,0.771831,0.02371,0.0235326
0.169216,0.0582979,0.0102322,0.000428056,0.00172962,0.727608,0.0191214,0.013367
0.0743684,0.0120004,0.00635462,0.000511152,0.000423518,0.771215,0.127769,0.00735808
0.0485558,0.0106592,0.0093812,0.000515937,0.00195458,0.823252,0.0931638,0.0125179
0.0647041,0.022017,0.00998563,0.000559956,0.0049054,0.801241,0.0220651,0.0745217
0.0569313,0.0353253,0.0123327,0.000991173,0.0106223,0.793725,0.0198349,0.0702375
0.0484844,0.0553919,0.0107735,0.000621303,0.00824755,0.823789,0.024083,0.0286095
0.0385798,0.0169916,0.00671557,0.000110374,0.00314907,0.850988,0.0819638,0.00150131
0.0580235,0.0277249,0.00734876,0.000365657,0.00314467,0.857846,0.0383259,0.00722039
0.0365198,0.0486483,0.00381102,0.000236787,0.00752427,0.87581,0.0108409,0.0166086
0.0559949,0.0517749,0.00693801,0.000621368,0.0112981,0.823028,0.0102879,0.0400572
0.0493232,0.0570953,0.00573583,0.000348411,0.00989687,0.844712,0.0115636,0.021325
0.0415659,0.0465778,0.00423032,0.000227666,0.00585144,0.880099,0.0165719,0.00487593
0.0352524,0.0493567,0.00493901,0.000340511,0.0132138,0.869666,0.010703,0.0165289
0.0338222,0.0329852,0.0047894,8.21518e-05,0.00504433,0.910803,0.00656353,0.00590986
0.0544548,0.047703,0.00312048,0.000133891,0.00416931,0.874871,0.00572937,0.00981818
0.0660935,0.0431708,0.00182894,5.48235e-05,0.000838041,0.878381,0.00668362,0.00294955
0.0733571,0.039197,0.0034128,7.46531e-05,0.000552025,0.872141,0.0093971,0.00186808
0.074349,0.0363117,0.00306809,9.97322e-05,0.00100716,0.873076,0.00961913,0.00246922
0.0748218,0.0370105,0.00707137,0.000274833,0.00360978,0.858756,0.0126026,0.00585328
0.0881556,0.0236692,0.00637521,0.000375202,0.00108047,0.854181,0.0220427,0.00412065
0.0980267,0.036133,0.00917393,0.000630125,0.00215441,0.821394,0.0269386,0.00554885
0.127585,0.0439925,0.0112355,0.000411802,0.00295734,0.7917,0.01516,0.00695835
0.135294,0.0398817,0.0118777,0.000539238,0.00316733,0.78587,0.0150374,0.00833286
0.152909,0.0403037,0.0129774,0.000526678,0.00306432,0.766358,0.0150104,0.00885109
0.146163,0.0612258,0.013753,0.00044094,0.00393531,0.750305,0.0159616,0.00821568
0.126824,0.0427843,0.0128921,0.000487159,0.00408532,0.787253,0.0171485,0.00852572
0.126034,0.0360775,0.00859108,0.000291284,0.0026082,0.805375,0.0156817,0.00534136
0.104082,0.0490477,0.00543597,0.00015723,0.00270491,0.822419,0.0126107,0.00354219
0.119343,0.0530719,0.00618436,0.000172887,0.00232652,0.803837,0.0109532,0.00411096
0.137043,0.0456376,0.00569247,0.000157129,0.00166715,0.794033,0.0122878,0.0034814
0.133203,0.0508517,0.00482374,0.000135002,0.00144828,0.793128,0.0137224,0.00268781
0.118974,0.0421648,0.00513231,0.000181448,0.00187898,0.813897,0.014286,0.0034853
