anger,contempt,disgust,fear,happiness,neutral,sadness,surprise
0.0392835,0.0196125,0.0235662,0.00213874,0.0880893,0.683152,0.13326,0.0108984
0.0270649,0.00784485,0.00826262,0.000553396,0.00647673,0.866684,0.0798929,0.00322097
0.055856,0.0122851,0.0100494,0.000472135,0.00270133,0.847293,0.0680189,0.00332372
0.045757,0.0203168,0.0174708,0.0015872,0.00977431,0.836027,0.0578553,0.0112113
0.132859,0.060661,0.0267322,0.00217566,0.00796238,0.66269,0.097248,0.0096719
0.0861715,0.0423101,0.0250207,0.0008376,0.0132809,0.776229,0.0489374,0.00721252
0.0428837,0.0328227,0.0411291,0.000269141,0.0141839,0.825198,0.0358449,0.00766886
0.0516492,0.0269825,0.00787542,0.000428845,0.0192711,0.867143,0.0175497,0.00910028
0.0445898,0.0197586,0.00747241,0.000401189,0.0184369,0.880735,0.00846279,0.0201435
0.0631252,0.0131841,0.00525376,0.000460118,0.0118571,0.878607,0.0123928,0.01512
0.0356819,0.0121384,0.00835372,0.000277974,0.00819334,0.901695,0.0163512,0.017308
0.0903861,0.0920276,0.0147519,0.00105314,0.0162762,0.726853,0.0172161,0.0414359
0.126246,0.0164589,0.0175122,0.0017436,0.00959142,0.58899,0.00753602,0.231922
0.0436149,0.0173501,0.010536,0.00259532,0.0204156,0.736573,0.0107799,0.158136
0.0812757,0.0305453,0.0137334,0.00166151,0.0139723,0.734572,0.0135491,0.110691
0.0627659,0.0139889,0.00664865,0.00124846,0.012956,0.846321,0.0110917,0.0449795
0.051205,0.0305205,0.0105378,0.00237457,0.0367307,0.796525,0.0174216,0.0546845
0.0366644,0.0320011,0.00891084,0.00180872,0.0275162,0.825676,0.0160355,0.0513872
0.0435607,0.0187903,0.00799946,0.00165298,0.0217601,0.839558,0.0142034,0.0524749
0.0752614,0.035566,0.0137794,0.00219878,0.028173,0.695432,0.0128049,0.136784
0.0595266,0.0243898,0.00989799,0.00269352,0.0430046,0.73639,0.00920628,0.114891
0.0262848,0.0227761,0.00570707,0.00218538,0.100261,0.693293,0.00615263,0.143339
0.0240867,0.0286357,0.00599065,0.0018268,0.0812681,0.69699,0.00609096,0.155111
0.0176356,0.0179676,0.00493634,0.00192993,0.0432426,0.833871,0.010246,0.070171
0.0323821,0.0184775,0.00654515,0.00261699,0.0368813,0.814999,0.0109098,0.0771882
0.027106,0.0209743,0.00634919,0.00648773,0.0802903,0.777276,0.017485,0.064032
0.0307567,0.020778,0.00724483,0.0028436,0.0423745,0.811548,0.0174638,0.0669906
0.0330192,0.0323344,0.00909422,0.0105542,0.0595262,0.611504,0.0200227,0.223945
0.024114,0.0587582,0.00530143,0.00988348,0.0847065,0.634076,0.0135881,0.169573
0.0201095,0.02994,0.0052814,0.00880423,0.045907,0.719027,0.0150248,0.155906
0.018299,0.0251273,0.00642064,0.0172063,0.0514894,0.629169,0.0253145,0.226974
0.0194573,0.13218,0.00971168,0.00249755,0.0438277,0.687429,0.00957585,0.0953209
0.0284677,0.0493026,0.0101344,0.00255641,0.0319509,0.788252,0.0126418,0.0766947
0.0135226,0.0532052,0.00362868,0.00202397,0.0630873,0.782503,0.00584433,0.0761851
0.0419012,0.070165,0.013013,0.00321912,0.0316125,0.734815,0.0231674,0.0821063
0.0320899,0.0370753,0.00834546,0.00262862,0.0380894,0.781804,0.0176336,0.0823336
0.0194009,0.025628,0.00415501,0.00127562,0.0486263,0.827248,0.00445448,0.0692122
0.0296523,0.0203448,0.00451849,0.00193937,0.0421858,0.804063,0.00387284,0.0934232
0.0112687,0.0206269,0.00281604,0.00127049,0.0478083,0.855717,0.00392252,0.05657
0.00832495,0.020698,0.00189952,0.000636759,0.0453552,0.893157,0.00418466,0.025744
0.00473383,0.0322921,0.001574,0.000474441,0.0969123,0.843796,0.00565449,0.014563
0.0203132,0.0190434,0.00493236,0.000473314,0.118411,0.816117,0.00343216,0.0172779
0.0307569,0.035992,0.00738054,0.000759844,0.0703472,0.821884,0.00457741,0.0283017
0.0424265,0.02772,0.0070492,0.00137165,0.052954,0.800709,0.00536029,0.0624098
0.0622157,0.00540375,0.00573276,0.00498031,0.00558374,0.832851,0.00597279,0.0772598
0.0160041,0.0800836,0.0083633,0.00293875,0.176203,0.570357,0.00635311,0.139697
0.010264,0.206533,0.00438443,0.000355268,0.162404,0.595675,0.00322963,0.017154
0.00662078,0.199555,0.00343209,0.000456784,0.145593,0.615469,0.00308606,0.0257877
0.0123155,0.243792,0.00627316,0.000536981,0.170723,0.538369,0.00407282,0.0239171
0.0048363,0.212085,0.00213864,0.000246175,0.302949,0.464221,0.00338912,0.0101346
0.0219535,0.215538,0.00758681,0.000675489,0.145783,0.590116,0.00942631,0.00892112
0.0719383,0.0240089,0.00919236,0.000905955,0.0248862,0.839586,0.00918471,0.0202978
0.0534102,0.0729824,0.0144171,0.00129008,0.0275586,0.788076,0.018708,0.0235578
0.046377,0.12932,0.0180853,0.00199282,0.0274223,0.713201,0.0451138,0.0184879
0.0583352,0.101959,0.0320785,0.0025119,0.0183542,0.683813,0.0880859,0.0148628
0.0668501,0.0242463,0.0211255,0.00222871,0.00961858,0.768705,0.0882125,0.0190138
0.0540738,0.0870632,0.0228786,0.0020542,0.0420288,0.70728,0.0710011,0.0136203
0.0195448,0.0214704,0.0111239,0.000899058,0.0321953,0.870002,0.0359089,0.00885583
0.0184631,0.0142283,0.0086791,0.000828829,0.0205778,0.873045,0.0573596,0.0068184
0.0186569,0.00701692,0.0106533,0.000626959,0.00789332,0.802931,0.147988,0.00423356
0.0313248,0.00949682,0.0129636,0.00143952,0.00727124,0.719718,0.209408,0.00837897
0.0494054,0.0150269,0.0160916,0.00135178,0.00329687,0.713545,0.190757,0.010525
0.0465737,0.0184494,0.0191446,0.00187253,0.00848493,0.683818,0.209302,0.0123544
0.0436615,0.0164056,0.0176875,0.00150118,0.00701006,0.695848,0.207362,0.0105246
0.0297657,0.0325791,0.0164281,0.00130447,0.00854407,0.735115,0.164152,0.0121119
0.0175988,0.0256266,0.00848956,0.000817445,0.00581208,0.757019,0.172366,0.0122698
0.00851538,0.0117022,0.00382053,0.000124738,0.00966851,0.777533,0.187344,0.00129137
0.0135449,0.0111163,0.00562676,0.000770878,0.0279153,0.851247,0.0812622,0.00851608
0.0177005,0.0291709,0.00918594,0.00043369,0.0161905,0.741362,0.182408,0.0035485
0.0275445,0.0986387,0.0140452,0.00105457,0.0158773,0.632017,0.20538,0.00544183
0.0321414,0.183033,0.013266,0.000726487,0.0066475,0.569652,0.190827,0.00370735
0.029339,0.167227,0.00947221,0.0013329,0.021041,0.731148,0.0288516,0.0115879
0.0408382,0.187518,0.0173498,0.000868621,0.017883,0.696808,0.0304756,0.00825938
0.0115762,0.142402,0.00704413,0.000606691,0.032656,0.7826,0.013562,0.00955326
0.0108182,0.119002,0.00860936,0.000577598,0.0299023,0.810551,0.00878466,0.0117539
0.00528431,0.122376,0.0046445,0.000784476,0.0792364,0.766028,0.00892966,0.0127168
0.00595595,0.0755009,0.00291515,0.000243244,0.0563826,0.846727,0.00452507,0.00775
0.00318257,0.0355231,0.00214253,0.000331498,0.085564,0.859235,0.00801521,0.00600627
0.00985928,0.00906292,0.00371367,0.000238264,0.0253556,0.935071,0.00620874,0.0104908
0.00638659,0.00984887,0.0034581,0.000202682,0.067257,0.901705,0.00371664,0.00742468
0.00342594,0.00792449,0.00245545,5.89612e-05,0.0224946,0.954587,0.00454067,0.0045126
0.00541069,0.0162434,0.00252979,0.000144829,0.024921,0.937298,0.00830154,0.00515113
0.00218133,0.0167159,0.00113879,2.04945e-05,0.0615142,0.912712,0.00165274,0.0040642
0.00476592,0.073346,0.00286258,1.78248e-05,0.0457349,0.868874,0.00188047,0.00251827
0.00423481,0.0653203,0.00179273,6.81726e-06,0.0363984,0.889402,0.00152121,0.00132366
0.00445901,0.0421903,0.00107243,6.02282e-06,0.0171459,0.932928,0.0016761,0.000522167
0.0011298,0.0189414,0.000433726,1.59283e-06,0.037471,0.940666,0.0012245,0.000131646
0.000677499,0.0573954,0.000389448,1.46929e-05,0.0814872,0.854928,0.00482654,0.000280825
0.00037376,0.029214,0.000171994,5.93532e-06,0.0430263,0.9229,0.00416375,0.000144323
0.000313886,0.0290935,0.000303697,1.3256e-05,0.0983619,0.865701,0.00578668,0.000426581
0.000277267,0.0178528,0.000266509,1.59851e-05,0.0989389,0.877655,0.00424149,0.000751959
0.000160772,0.019215,9.60688e-05,2.12962e-06,0.111175,0.867035,0.00221558,0.000100026
0.000473094,0.0287438,0.000262656,1.33421e-05,0.231818,0.736373,0.0015993,0.000716504
0.000600499,0.0229843,0.000290654,3.94181e-05,0.138388,0.833729,0.00302405,0.000943198
0.000558174,0.0151689,0.00038863,3.67558e-05,0.145388,0.832381,0.00451505,0.00156308
0.00346866,0.00756144,0.0012405,0.000385109,0.0220021,0.935413,0.0262717,0.00365712
0.00200057,0.00651362,0.000779526,0.000234479,0.0135406,0.945946,0.0287707,0.00221442
0.000841345,0.00390465,0.000170299,4.62455e-05,0.00143818,0.976519,0.0164021,0.000678678
0.00687451,0.0086559,0.00163569,0.00119808,0.00714053,0.937593,0.0235497,0.0133522
0.00127853,0.00505414,0.000242236,0.0001579,0.00274645,0.97697,0.0109876,0.00256334
0.00198984,0.00481123,0.000440818,0.00040787,0.00146653,0.942609,0.0463077,0.00196682
0.0112073,0.003794,0.000306667,0.000102707,0.000241562,0.87666,0.10725,0.00043819
0.00728405,0.00445527,0.00064487,0.00034062,0.000966734,0.883715,0.100879,0.00171432
0.00863167,0.00281779,0.000558018,0.000510887,0.000277658,0.868498,0.117257,0.00144826
0.00372624,0.00229309,0.000314771,0.000130443,0.000243797,0.863664,0.129111,0.000516812
0.00707162,0.00334327,0.000538599,0.00019067,0.000307628,0.916525,0.0711844,0.000838358
0.0131452,0.00363283,0.00128112,0.000647961,0.000886002,0.83739,0.140823,0.00219382
0.021894,0.00334574,0.00143853,0.000488924,0.000452139,0.82068,0.149991,0.00170984
0.01831,0.00372919,0.00282945,0.000869522,0.00232672,0.8458,0.122415,0.00371958
0.0118421,0.00350455,0.0024626,0.00134407,0.00389219,0.848067,0.122976,0.00591066
0.0208156,0.00239504,0.00282272,0.000932993,0.00123531,0.859255,0.107355,0.00518818
0.0261509,0.00316748,0.00288881,0.00112742,0.000672254,0.76947,0.190147,0.00637655
0.0251635,0.00704565,0.00466665,0.000909378,0.00112905,0.761056,0.195476,0.00455319
0.0315134,0.00801863,0.00691433,0.000857432,0.00408619,0.876758,0.0571396,0.0147121
0.0225781,0.00533272,0.00371194,0.00328365,0.000856924,0.815458,0.137181,0.0115975
0.0644184,0.0314075,0.0153434,0.00081927,0.00727164,0.813474,0.061084,0.00618197
0.0489813,0.0118132,0.00492457,0.000387329,0.00294998,0.881569,0.045579,0.00379534
0.0472077,0.0124855,0.00400033,0.000316327,0.0028658,0.897289,0.0334058,0.0024296
0.0596455,0.0142664,0.00306859,0.000331583,0.0044294,0.894488,0.0215843,0.00218661
0.0984103,0.0216583,0.00539669,0.000445207,0.00239636,0.827024,0.0426103,0.00205879
0.0815071,0.0113705,0.00783648,0.000798896,0.00127148,0.793211,0.101922,0.00208314
0.0523181,0.00746048,0.00298807,0.000137697,0.00248356,0.898436,0.0350729,0.0011031
0.06328,0.0134067,0.00282669,0.00021565,0.0022304,0.870546,0.0463837,0.00111057
0.0324374,0.00342741,0.00155374,0.000189668,0.00141746,0.93323,0.0265919,0.00115288
0.00741941,0.00658778,0.00123927,0.000238677,0.00469834,0.953256,0.0224987,0.00406176
0.0201727,0.0120619,0.00331008,0.000765822,0.0101132,0.919121,0.0241129,0.0103423
0.0227299,0.0157748,0.00342098,0.000670415,0.0175124,0.89623,0.0245055,0.0191555
0.0332134,0.01242,0.00610013,0.00249418,0.0216801,0.83077,0.0366622,0.0566601
0.0178226,0.00625552,0.00225429,0.000470045,0.0117834,0.923878,0.0303195,0.00721699
0.0235075,0.00523045,0.00334708,0.00122374,0.0145242,0.907437,0.0218124,0.022918
0.033544,0.00660883,0.00547205,0.00234299,0.0313962,0.867519,0.0300964,0.0230207
0.0632554,0.0474811,0.011191,0.00117401,0.019759,0.821517,0.027694,0.00792879
0.0386561,0.0457353,0.0099275,0.00122626,0.0605139,0.810803,0.0258154,0.00732272
0.0495154,0.0685001,0.0127586,0.00139154,0.0854278,0.748373,0.0208138,0.0132199
0.0382263,0.138049,0.015064,0.00217601,0.189408,0.57821,0.0260299,0.0128359
0.0502569,0.0411957,0.0151882,0.00208653,0.081138,0.757625,0.0335315,0.0189782
0.144858,0.0677823,0.0279543,0.00165033,0.0297976,0.685987,0.0311826,0.0107871
0.28081,0.0155144,0.0511174,0.00451679,0.0172611,0.522241,0.0301184,0.0784205
0.235857,0.0140631,0.0386987,0.00427707,0.0162001,0.584931,0.0284001,0.0775727
0.19848,0.00556712,0.0412354,0.00952786,0.00824333,0.355089,0.0283976,0.35346
0.131144,0.0088342,0.0355547,0.00578461,0.014602,0.406203,0.0184709,0.379407
0.153245,0.00805137,0.0341658,0.00532626,0.00909436,0.613252,0.0292912,0.147573
0.106799,0.0106443,0.0305775,0.00542973,0.00772397,0.688924,0.0252832,0.124619
0.0431633,0.00975578,0.0136862,0.00351902,0.00739291,0.851336,0.0338283,0.0373183
0.0309213,0.0134756,0.00961802,0.00185984,0.0120005,0.891165,0.019393,0.0215663
0.0454603,0.0125401,0.0147355,0.00192896,0.00725962,0.856497,0.0243205,0.0372583
0.0342127,0.0121263,0.0125519,0.00216443,0.0120039,0.881995,0.0223263,0.0226193
0.0545763,0.0102244,0.0179867,0.00214208,0.00514599,0.836393,0.0213436,0.0521883
0.0662749,0.0104131,0.0200873,0.00213709,0.00467883,0.830506,0.0210615,0.0448409
0.0612271,0.00832143,0.0170316,0.00154,0.00379005,0.852014,0.0149774,0.0410984
0.0653363,0.0185644,0.0113327,0.000852957,0.00700361,0.857157,0.0158232,0.0239297
0.0096818,0.00476943,0.00312642,0.00106435,0.00981646,0.915487,0.0437973,0.0122567
0.0408349,0.00625306,0.00587498,0.000849162,0.00405569,0.885594,0.0509771,0.00556071
0.0275747,0.00707744,0.00372251,0.000633993,0.00323103,0.9033,0.0480075,0.00645276
0.0379601,0.0133892,0.00515357,0.000848197,0.00330403,0.863256,0.0703689,0.00572012
0.038863,0.0108582,0.0034383,0.000320264,0.000580932,0.860262,0.0830397,0.0026378
0.0384648,0.00826155,0.00223525,0.000238837,0.000270774,0.833637,0.115401,0.00149067
0.033893,0.0237555,0.00375802,0.000339618,0.00155597,0.838927,0.0949997,0.0027715
